state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
uttar pradesh,Moti Mall,26.4812268,80.2999996,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,86.0,"Moti Mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.58
uttar pradesh,sweets at Civil Lines,26.4750346,80.3532749,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.2,85.0,"sweets at Civil Lines is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.54
uttar pradesh,Z-Square mall,26.4732721,80.352673,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.4,83.0,"Z-Square mall is a city destination in uttar pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.54
jammu and kashmir,Dal Lake,34.1105857,74.8682569,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.6,59.0,"Dal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.1
jammu and kashmir,Shankaracharya Temple,34.0789218,74.8437241,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.8,57.0,"Shankaracharya Temple is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.1
jammu and kashmir,Shopping at Lal Chowk,34.0713272,74.8106242,shopping & markets,North,city,"exploration,local experience",low,All,4.4,90.0,"Shopping at Lal Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists",4.68
jammu and kashmir,Shopping at Badshah Chowk,34.0725231,74.8090733,shopping & markets,North,city,"exploration,local experience",low,All,4.4,52.0,"Shopping at Badshah Chowk is a city destination in jammu and kashmir known for exploration,local experience. It is ideal for explorers and tourists",3.92
jammu and kashmir,Indira Gandhi Memorial Tulip Garden,34.0960382,74.8784422,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,95.0,"Indira Gandhi Memorial Tulip Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.84
jammu and kashmir,Manasabal Lake,34.2471776,74.6707823,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,53.0,"Manasabal Lake is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.0
jammu and kashmir,Hazratbal Mosque,34.1289329,74.8424909,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,79.0,"Hazratbal Mosque is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.46
jammu and kashmir,"Rafting , Gondola ride at Sonmarg",34.3031616,75.293111,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.8,65.0,"Rafting , Gondola ride at Sonmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.260000000000002
jammu and kashmir,Skiing in Gulmarg,34.0483704,74.3804791,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",high,summer,4.5,74.0,"Skiing in Gulmarg is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",14.38
jammu and kashmir,Chashme Shahi Garden,34.0860292,74.8877689,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66.0,"Chashme Shahi Garden is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.12
jammu and kashmir,Shalimar Bagh,34.1495248,74.8729246,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,90.0,"Shalimar Bagh is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.6
jammu and kashmir,Dachigam National Park,34.1371836,75.03775,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",high,winter,3.8,52.0,"Dachigam National Park is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",5.8
jammu and kashmir,Betaab Valley ,34.0540604,75.3638888,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,53.0,"Betaab Valley  is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",3.82
jammu and kashmir,Aru Valley  For daring expeditions ,34.0921618,75.2632189,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.7,91.0,"Aru Valley  For daring expeditions  is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.56
jammu and kashmir,Sinthan top,33.5811029,75.5102349,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.7,98.0,"Sinthan top is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.9
jammu and kashmir,Pari mahal,34.0811939,74.877152,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.8,64.0,"Pari mahal is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.24
jammu and kashmir,Doodh Pathri,33.8508928,74.5630486,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,97.0,"Doodh Pathri is a wildlife destination in jammu and kashmir known for safari,photography,nature. It is ideal for history and cultural lover",4.84
jammu and kashmir, Jamia Masjid Mosque ,53.3574109,-1.4819864,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.4,90.0," Jamia Masjid Mosque  is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.68
jammu and kashmir,Chandanwari,34.0144741,75.3186241,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.2,99.0,"Chandanwari is a adventure destination in jammu and kashmir known for trekking,rafting,paragliding. It is ideal for adventure lover",12.82
jammu and kashmir,Vaishno Devi,33.0308295,74.9490416,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,63.0,"Vaishno Devi is a religious destination in jammu and kashmir known for temple,spiritual,peace. It is ideal for spiritual seekers",4.2
ladakh,Pangong Tso,33.7595131,78.6674404,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,72.0,"Pangong Tso is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.42
ladakh,Hemis National Park,33.7187211,77.3882224,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,99.0,"Hemis National Park is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.88
ladakh,Hunder  Try Bactrian Camel Safari,34.5752836,77.4988753,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,72.0,"Hunder  Try Bactrian Camel Safari is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.379999999999999
ladakh,Khardungla Pass  Visit Highest Cafeteria In The World,34.2787271,77.6046756,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,4.7,80.0,"Khardungla Pass  Visit Highest Cafeteria In The World is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.54
ladakh,Zanskar Valley Tour,33.562562,76.987755,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,70.0,"Zanskar Valley Tour is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.2
ladakh,Spituk Gompa Trek,34.1260631,77.5258614,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.0,61.0,"Spituk Gompa Trek is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.02
ladakh,Lamayuru  For Stargazing,34.1525864,77.5770535,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.0,82.0,"Lamayuru  For Stargazing is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.4399999999999995
ladakh,Chadar Trek ,34.1448306,77.5643291,adventure & outdoor activities,North,adventure,"trekking,rafting,paragliding",low,summer,3.5,74.0,"Chadar Trek  is a adventure destination in ladakh known for trekking,rafting,paragliding. It is ideal for adventure lover",12.18
ladakh,Drang Drung Glacier ,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,3.8,61.0,"Drang Drung Glacier  is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.9799999999999995
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.7,62.0,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.18
ladakh,Shanti Stupa,34.1736196,77.5749988,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,79.0,"Shanti Stupa is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.52
ladakh,Main Bazaar ,34.163644,77.5855065,shopping & markets,North,city,"exploration,local experience",low,All,4.6,79.0,"Main Bazaar  is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.5
ladakh,Zorawar Fort,34.1581389,77.5698889,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",high,winter,4.6,83.0,"Zorawar Fort is a heritage destination in ladakh known for culture,forts,shopping,history. It is ideal for history and culture lovers",6.58
ladakh,Changthang Wildlife Sanctuary,34.1525864,77.5770535,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,56.0,"Changthang Wildlife Sanctuary is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.92
ladakh,Hall Of Fame,34.09,77.35,"arts, science & literature attractions",North,city,"exploration,local experience",low,All,4.8,63.0,"Hall Of Fame is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.22
ladakh,Stok Palace Museum,34.0730019,77.5486221,"arts, science & literature attractions",North,city,"exploration,local experience",medium,All,4.7,54.0,"Stok Palace Museum is a city destination in ladakh known for exploration,local experience. It is ideal for explorers and tourists",4.02
ladakh,Nubra Valley,34.6863146,77.567288,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,50.0,"Nubra Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.8
ladakh,Tso Moriri lake,32.9112291,78.3159411,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.0,66.0,"Tso Moriri lake is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.12
ladakh,Magnetic hill,46.134658,-64.888516,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.2,51.0,"Magnetic hill is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",3.86
ladakh,Chemrey Monastery,33.9590905,77.7890953,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.3,95.0,"Chemrey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.76
ladakh,Namgyal Tsemo Monastery,34.1672727,77.590485,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,89.0,"Namgyal Tsemo Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",4.72
ladakh,Thiksey Monastery,34.0559137,77.6677625,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.7,51.0,"Thiksey Monastery is a religious destination in ladakh known for temple,spiritual,peace. It is ideal for spiritual seekers",3.96
ladakh,Drass Valley,34.4100265,75.6602598,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.9,93.0,"Drass Valley is a wildlife destination in ladakh known for safari,photography,nature. It is ideal for history and cultural lover",4.84
